"207","CA","Simi Valley",,"111351","34.27","-118.74","93062"
"208","LA","Lafayette",,"110257","30.21","-92.03","70130"
"209","AZ","Gilbert",,"109697","33.34","-111.76","85233"
"210","TX","Carrollton",,"109576","32.99","-96.89","75006"
"211","WA","Bellevue",,"109569","47.6","-122.16","98004"
"212","UT","West Valley City",,"108896","40.69","-111.99","84118"
"213","FL","Clearwater",,"108787","27.97","-82.76","33755"
"214","CA","Costa Mesa",,"108724","33.66","-117.91","92626"
"215","AZ","Peoria",,"108364","33.65","-112.25","85345"
"216","IN","South Bend",,"107789","41.67","-86.26","46601"
"217","CA","Downey",,"107323","33.94","-118.13","90239"
"218","CT","Waterbury",,"107271","41.56","-73.04","06701"
"219","NH","Manchester",,"107006","42.99","-71.45","03101"
"220","PA","Allentown",,"106632","40.6","-75.48","18101"
"221","TX","McAllen",,"106414","26.22","-98.24","78501"
"222","IL","Joliet",,"106221","41.53","-88.11","60403"
"223","MA","Lowell",,"105167","42.64","-71.31","01850"
"224","UT","Provo",,"105166","40.24","-111.66","84601"
"225","CA","West Covina",,"105080","34.06","-117.92","91790"
"226","TX","Wichita Falls",,"104197","33.9","-98.51","76301"
"227","PA","Erie",,"103717","42.11","-80.08","16501"
"228","CA","Daly City",,"103621","37.69","-122.47","94013"
"229","TN","Clarksville",,"103455","36.56","-87.36","37040"
"230","CA","Norwalk",,"103298","33.91","-118.08","90650"
"231","IN","Gary",,"102746","41.58","-87.35","46401"
"232","CA","Berkeley",,"102743","37.87","-122.27","94701"
"233","CA","Santa Clara",,"102361","37.35","-121.97","95050"
"234","WI","Green Bay",,"102313","44.51","-88.02","54115"
"235","FL","Cape Coral",,"102286","26.64","-81.98","33904"
"236","CO","Arvada",,"102153","39.82","-105.11","80001"
"237","CO","Pueblo",,"102121","38.27","-104.62","81001"
"238","MA","Cambridge",,"101355","42.37","-71.11","02138"
"239","CO","Westminster",,"100940","39.87","-105.06","80003"
"240","CA","San Buenaventura",,"100916","34.28","-119.23","93001"
"241","VA","Portsmouth",,"100565","36.83","-76.35","23701"
"242","MI","Livonia",,"100545","42.4","-83.37","48150"
"243","CA","Burbank",,"100316","34.18","-118.33","91501"
"244","GA","Athens-Clarke County",,"100266","33.96","-83.38",""
"245","CA","Richmond",,"99216","37.94","-122.34","94801"
"246","IA","Davenport",,"98359","41.54","-90.59","52801"
"247","MI","Dearborn",,"97775","42.31","-83.22","48120"
"248","NJ","Edison",,"97687","40.54","-74.38","08817"
"249","GA","Macon",,"97255","32.83","-83.65","31201"
"250","SC","Charleston",,"96650","32.79","-79.99","29401"
"251","CA","South Gate",,"96375","33.94","-118.19","90280"
"252","CA","Fairfield",,"96178","38.26","-122.05","94533"
"253","CA","Arden-Arcade",,"96025","38.61","-121.38",""
"254","OK","Norman",,"95694","35.22","-97.42","73019"
"255","NY","Albany",,"95658","42.66","-73.78","12201"
"256","MI","Clinton",,"95648","42.58","-82.92","48035"
"257","FL","Gainesville",,"95447","29.67","-82.34","32601"
"258","TX","Midland",,"94996","32.01","-102.1","79701"
"259","VA","Roanoke",,"94911","37.28","-79.96","24001"
"260","CA","El Cajon",,"94869","32.8","-116.96","92019"
"261","CO","Boulder",,"94673","40.02","-105.26","80301"
"262","NC","Cary",,"94536","35.78","-78.8","27511"
"263","IL","Elgin",,"94487","42.04","-88.29","60120"
"264","MA","Brockton",,"94304","42.08","-71.02","02301"
"265","MA","New Bedford",,"93768","41.65","-70.93","02740"
"266","CA","Compton",,"93493","33.9","-118.23","90220"
"267","CA","Mission Viejo",,"93102","33.61","-117.66","92675"
"268","KS","Olathe",,"92962","38.88","-94.8","66051"
"269","OK","Lawton",,"92757","34.61","-98.42","73501"
"270","CA","San Mateo",,"92482","37.55","-122.31","94401"
"271","CA","Santa Barbara",,"92325","34.43","-119.71","93101"
"272","MA","Fall River",,"91938","41.7","-71.15","02720"
"273","CA","Rialto",,"91873","34.11","-117.38","92376"
"274","TX","Richardson",,"91802","32.97","-96.72","75080"
"275","CA","Visalia",,"91565","36.32","-119.31","93277"
"276","WA","Everett",,"91488","47.96","-122.2","98201"
"277","TX","Odessa",,"90943","31.86","-102.37","79760"
"278","ND","Fargo",,"90599","46.87","-96.81","58078"
"279","CA","Antioch",,"90532","37.99","-121.8","94509"
"280","WI","Kenosha",,"90352","42.58","-87.85","53140"
"281","OR","Gresham",,"90205","45.5","-122.44","97030"
"282","CA","Vista",,"89857","33.19","-117.24","90045"
"283","MT","Billings",,"89847","45.79","-108.54","59101"
"284","CA","Carson",,"89730","33.84","-118.26","90745"
"285","MA","Lynn",,"89050","42.47","-70.96","01901"
"286","FL","Port St. Lucie",,"88769","27.28","-80.36","34952"
"287","CA","Vacaville",,"88625","38.35","-121.97","95687"
"288","TX","San Angelo",,"88439","31.45","-100.45","76901"
"289","UT","Sandy",,"88418","40.57","-111.86","84070"
"290","MD","Columbia",,"88254","39.2","-76.86","20588"
"291","CA","Westminster",,"88207","33.75","-117.99","92683"
"292","MA","Quincy",,"88025","42.26","-71.01","02169"
"293","FL","Miami Beach",,"87933","25.81","-80.13","33109"
"294","IL","Waukegan",,"87901","42.37","-87.86","60079"
"295","MN","Duluth",,"86918","46.78","-92.12","55701"
"296","TX","Killeen",,"86911","31.11","-97.73","76540"
"297","NH","Nashua",,"86605","42.75","-71.48","03060"
"298","MI","Westland",,"86602","42.32","-83.38","48184"
"299","NJ","Toms River",,"86327","39.98","-74.17","08753"
"300","NC","High Point",,"85839","35.97","-80","27260"
"301","RI","Warwick",,"85808","41.72","-71.42","02818"
"302","MN","Rochester",,"85806","44.03","-92.47","55901"
"303","CA","Alhambra",,"85804","34.08","-118.14","91801"
"304","GA","Sandy Springs",,"85781","33.94","-84.37","30328"
"305","FL","Sunrise",,"85779","26.16","-80.29","33304"
"306","OH","Parma",,"85655","41.39","-81.73","44129"
"307","IL","Cicero",,"85616","41.85","-87.76","60804"
"308","NJ","Trenton",,"85403","40.22","-74.76","08601"
"309","MN","Bloomington",,"85172","44.83","-93.31","55420"
"310","CA","Citrus Heights",,"85071","38.69","-121.29","95610"
"311","IA","Sioux City",,"85013","42.5","-96.4","51101"
"312","MO","Columbia",,"84531","38.95","-92.33","65201"
"313","UT","Orem",,"84324","40.3","-111.7","84057"
"314","CA","Hawthorne",,"84112","33.92","-118.35","90250"
"315","CA","Santa Monica",,"84084","34.02","-118.48","90401"
"316","MA","Newton",,"83829","42.34","-71.21","02456"
"317","CA","Whittier",,"83680","33.97","-118.02","90601"
"318","TX","Tyler",,"83650","32.33","-95.3","75701"
"319","WA","Federal Way",,"83259","47.31","-122.34","98001"
"320","IN","Hammond",,"83048","41.61","-87.49","46320"
"321","CT","Norwalk",,"82951","41.11","-73.42","06850"
"322","FL","Plantation",,"82934","26.12","-80.25","33036"
"323","CO","Thornton",,"82384","39.9","-104.95","80023"
"324","MI","Farmington Hills",,"82111","42.49","-83.38","48331"
"325","FL","West Palm Beach",,"82103","26.71","-80.06","33401"
"326","OH","Youngstown",,"82026","41.1","-80.65","44501"
"327","IL","Decatur",,"81860","39.85","-88.94","62521"
"328","WI","Racine",,"81855","42.73","-87.81","53401"
"329","PA","Reading",,"81207","40.34","-75.93","19601"
"330","MI","Troy",,"80959","42.58","-83.14","48007"
"331","CA","Redding",,"80865","40.58","-122.37","96001"
"332","OH","Canton",,"80806","40.8","-81.38","44701"
"333","TX","Denton",,"80537","33.22","-97.13","76201"
"334","AR","Fort Smith",,"80268","35.37","-94.4","72901"
"335","KS","Lawrence",,"80098","38.96","-95.25","66044"
"336","NY","Cheektowaga",,"79988","42.91","-78.76","14043"
"337","CA","Roseville",,"79921","38.75","-121.29","95661"
"338","NJ","Camden",,"79904","39.94","-75.11","08101"
"339","SC","North Charleston",,"79641","32.89","-80.02","29405"
"340","WA","Kent",,"79524","47.38","-122.23","98030"
"341","CA","San Leandro",,"79452","37.71","-122.15","94577"
"342","FL","Palm Bay",,"79413","27.98","-80.66","32905"
"343","CA","Lakewood",,"79345","33.85","-118.12","90711"
"344","GA","Roswell",,"79334","34.03","-84.34","30075"
"345","RI","Cranston",,"79269","41.77","-71.45","02823"
"346","NJ","Clifton",,"78672","40.87","-74.15","07011"
"347","FL","Lakeland",,"78452","28.04","-81.96","33801"
"348","MI","Southfield",,"78296","42.48","-83.24","48025"
"349","CA","Buena Park",,"78282","33.86","-118","90620"
"350","CA","Carlsbad",,"78247","33.12","-117.3","92008"
"351","FL","Pompano Beach",,"78191","26.23","-80.13","33060"
"352","AL","Tuscaloosa",,"77906","33.21","-87.53","35401"
"353","FL","Brandon",,"77895","27.93","-82.29","33508"
"354","TX","Lewisville",,"77737","33.04","-97.01","75022"
"355","AZ","Yuma",,"77515","32.69","-114.62","85364"
"356","MA","Somerville",,"77478","42.39","-71.1","02143"
"357","CA","Santa Maria",,"77423","34.95","-120.43","93454"
"358","UT","Ogden",,"77226","41.23","-111.96","84201"
"359","MI","Kalamazoo",,"77145","42.28","-85.58","49001"
"360","GA","Albany",,"76939","31.58","-84.17","31701"
"361","CO","Greeley",,"76930","40.42","-104.72","80631"
"362","MD","Silver Spring",,"76540","39","-77.02","20901"
"363","PA","Scranton",,"76415","41.41","-75.67","18447"
"364","MI","Canton",,"76366","42.31","-83.48","48184"
"365","OR","Beaverton",,"76129","45.48","-122.81","97005"
"366","IL","Arlington Heights",,"76031","42.09","-87.98","60004"
"367","NC","Wilmington",,"75838","34.22","-77.91","28401"
"368","CA","Baldwin Park",,"75837","34.08","-117.97","91706"
"369","FL","Davie",,"75720","26.08","-80.28","33024"
"370","CA","Redwood City",,"75402","37.48","-122.24","94061"
"371","IL","Schaumburg",,"75386","42.03","-88.09","60159"
"372","FL","Kendall",,"75226","25.67","-80.36","33156"
"373","OK","Broken Arrow",,"74859","36.04","-95.78","74011"
"374","CT","Danbury",,"74848","41.4","-73.46","06810"
"375","FL","Boca Raton",,"74764","26.37","-80.1","33427"
"376","NM","Las Cruces",,"74267","32.32","-106.77","88001"
"377","IL","Evanston",,"74239","42.05","-87.69","60201"
"378","MO","St. Joseph",,"73990","39.76","-94.84","64501"
"379","CA","Livermore",,"73345","37.69","-121.76","94550"
"380","TX","Longview",,"73344","32.51","-94.75","75601"
"381","MI","Waterford",,"73150","42.66","-83.38","48327"
"382","RI","Pawtucket",,"72958","41.88","-71.38","02860"
"383","CA","Bellflower",,"72878","33.89","-118.13","90706"
"384","FL","Miramar",,"72739","25.98","-80.28","32550"
"385","DE","Wilmington",,"72664","39.75","-75.55","19801"
"386","CA","Napa",,"72585","38.3","-122.3","94558"
"387","FL","Town 'n' Country",,"72523","28.01","-82.57","33615"
"388","CA","Alameda",,"72259","37.76","-122.26","94501"
"389","NY","New Rochelle",,"72182","40.93","-73.78","10801"
"390","MA","Lawrence",,"72043","42.7","-71.16","01840"
"391","WA","Yakima",,"71845","46.6","-120.53","98901"
"392","LA","Lake Charles",,"71757","30.21","-93.21","70601"
"393","CT","New Britain",,"71538","41.67","-72.78","06050"
"394","FL","Melbourne",,"71382","28.12","-80.63","32901"
"395","PA","Bethlehem",,"71329","40.63","-75.38","16242"
"396","MS","Gulfport",,"71127","30.4","-89.08","39501"
"397","CO","Longmont",,"71093","40.17","-105.11","80501"
"398","CO","Highlands Ranch",,"70931","39.54","-104.97","80126"
"399","CA","Mountain View",,"70708","37.39","-122.08","94035"
"400","MO","Lee's Summit",,"70700","38.92","-94.37","64002"
"401","LA","Kenner",,"70517","30.01","-90.25","70062"
"402","OR","Hillsboro",,"70186","45.52","-122.94","97006"
"403","WI","Appleton",,"70087","44.27","-88.4","54911"
"404","CA","Newport Beach",,"70032","33.62","-117.9","92657"
"405","CA","Lynwood",,"69845","33.92","-118.2","90262"
"406","NJ","East Orange",,"69824","40.77","-74.21","07017"
"407","FL","Deltona",,"69543","28.91","-81.22","32725"
"408","FL","Largo",,"69371","27.91","-82.78","33037"
"409","MI","Wyoming",,"69368","42.9","-85.7","49418"
"410","IN","Bloomington",,"69291","39.16","-86.53","47401"
"411","FL","Spring Hill",,"69078","28.48","-82.55","34604"
"412","NC","Asheville",,"68889","35.58","-82.56","28801"
"413","MI","Rochester Hills",,"68825","42.67","-83.16","48306"
"414","TN","Murfreesboro",,"68816","35.86","-86.39","37127"
"415","IA","Waterloo",,"68747","42.49","-92.35","50701"
"416","OH","Lorain",,"68652","41.45","-82.17","44052"
"417","CA","Clovis",,"68468","36.82","-119.69","93611"
"418","CA","Upland",,"68393","34.11","-117.66","91784"
"419","NY","Mount Vernon",,"68381","40.91","-73.83","10550"
"420","UT","West Jordan",,"68336","40.61","-111.98","84081"
"421","OK","Edmond",,"68315","35.66","-97.46","73003"
"422","TX","College Station",,"67890","30.6","-96.31","77840"
"423","NJ","Passaic",,"67861","40.86","-74.13","07055"
"424","IL","Champaign",,"67518","40.11","-88.26","61820"
"425","CA","Tustin",,"67504","33.74","-117.81","92705"
"426","IN","Muncie",,"67430","40.19","-85.39","47302"
"427","MN","Brooklyn Park",,"67388","45.1","-93.35","55428"
"428","WA","Bellingham",,"67171","48.75","-122.47","98225"
"429","CA","Chino",,"67168","34.02","-117.69","91708"
"430","NJ","Union City",,"67088","40.77","-74.03","07086"
"431","MA","Framingham",,"66910","42.3","-71.43","01701"
"432","CA","Union City",,"66869","37.59","-122.05","94587"
"433","CA","Chino Hills",,"66787","33.98","-117.72","91709"
"434","NC","Jacksonville",,"66715","34.76","-77.41","28540"
"435","TX","Baytown",,"66430","29.74","-94.97","77520"
"436","NV","Sparks",,"66346","39.55","-119.74","89431"
"437","MI","Pontiac",,"66337","42.65","-83.29","48340"
"438","NC","Gastonia",,"66277","35.26","-81.18","28052"
"439","MN","Plymouth",,"65894","45.02","-93.46","55441"
"440","MI","Taylor",,"65868","42.23","-83.26","48180"
"441","TX","Bryan",,"65660","30.67","-96.37","75568"
"442","IL","Palatine",,"65479","42.12","-88.04","60038"
"443","OH","Springfield",,"65358","39.93","-83.8","43925"
"444","VA","Lynchburg",,"65269","37.4","-79.17","24501"
"445","MI","Shelby",,"65159","42.67","-83.03","48315"
"446","MI","West Bloomfield Township",,"64862","42.57","-83.38",""
"447","WI","Waukesha",,"64825","43.01","-88.24","53146"
"448","IL","Bloomington",,"64808","40.48","-88.98","61701"
"449","FL","Deerfield Beach",,"64583","26.31","-80.12","33064"
"450","CA","Walnut Creek",,"64296","37.91","-122.05","94595"
"451","ME","Portland",,"64249","43.67","-70.27","04101"
"452","FL","Daytona Beach",,"64112","29.21","-81.04","32114"
"453","CA","Victorville",,"64029","34.52","-117.34","92392"
"454","CA","Merced",,"63893","37.31","-120.48","95340"
"455","VA","Suffolk",,"63677","36.74","-76.61","23432"
"456","CA","Pleasanton",,"63654","37.67","-121.88","94566"
"457","CA","Redlands",,"63591","34.06","-117.17","92373"
"458","CT","West Hartford",,"63589","41.76","-72.74","06105"
"459","MN","Eagan",,"63557","44.81","-93.17","55120"
"460","CA","Pico Rivera",,"63428","33.99","-118.09","90601"
"461","IL","Skokie",,"63348","42.04","-87.74","60076"
"462","TX","Sugar Land",,"63328","29.6","-95.61","77478"
"463","CA","Redondo Beach",,"63261","33.86","-118.38","90277"
"464","OR","Medford",,"63154","42.33","-122.86","97501"
"465","MI","St. Clair Shores",,"63096","42.49","-82.9","48080"
"466","WI","Oshkosh",,"62916","44.02","-88.55","54901"
"467","AL","Hoover",,"62742","33.39","-86.8","35216"
"468","CA","Milpitas",,"62698","37.43","-121.9","95035"
"469","CA","Hesperia",,"62582","34.41","-117.31","92340"
