31,"town","Dockberry Estates Colonia"
31,"town","East Cantu Country Estates Colonia"
31,"town","East Cantu Road Colonia"
31,"town","East Fresnos Colonia"
31,"town","East Stenger Street Colonia"
31,"town","Eggers Colonia"
31,"town","El Nogal Colonia"
31,"town","El Venadito Colonia"
31,"town","Esquina Colonia"
31,"town","Four Corners"
31,"town","Fred Adams Colonia"
31,"town","Galpin Colonia"
31,"town","Glenwood Acres Colonia"
31,"town","Gonzales Colonia"
31,"town","Graham Colonia"
31,"town","Grande Acres Colonia"
31,"town","Gumesindo Galvan Colonia"
31,"town","Hacienda Gardens Colonia"
31,"town","Harris Tract Colonia"
31,"town","Holly Beach"
31,"town","Houston Road East Colonia"
31,"town","Illinois Heights Colonia"
31,"town","Jaime Lake Colonia"
31,"town","Jones Addition Colonia"
31,"town","Juan Gonzales Colonia"
31,"town","Kellers Corner Colonia"
31,"town","Kopernik Shores"
31,"town","La Aura Crossing"
31,"town","La Coma Colonia"
31,"town","La Feria Gardens Colonia"
31,"town","La Kinina Colonia"
31,"town","La Leona"
31,"town","La Paloma Junction"
31,"town","La Penusca"
31,"town","La Tina"
31,"town","Laguna Escondida Colonia"
31,"town","LandI Colonia"
31,"town","Landrum"
31,"town","Lantana"
31,"town","Las Flores Colonia"
31,"town","Las Rusias"
31,"town","Las Yescas"
31,"town","Leal Colonia"
31,"town","Leisure Time MH Park Colonia"
31,"town","Leonar B De Villarreal Colonia"
31,"town","Longoria Townsite Colonia"
31,"town","Lopez Colonia"
31,"town","Los Cuates"
31,"town","Los Cuates South Colonia"
31,"town","Los Nogales Estates Colonia"
31,"town","Los Ranchitos Colonia"
31,"town","Lourdes Street Colonia"
31,"town","Monica"
31,"town","Monte Grande"
31,"town","Nancy Colonia"
31,"town","North La Feria Village Colonia"
31,"town","Palacios Estates Colonia"
31,"town","Palm Grove"
31,"town","Palmer Colonia"
31,"town","Palmetal"
31,"town","Paredes Estates Colonia"
31,"town","Pennsylvania Avenue Colonia"
31,"town","Port Brownsville"
31,"town","Port Harlingen"
31,"town","Praxedis Saldivar Colonia"
31,"town","Rabb Road Colonia"
31,"town","Rancho Grande Colonia"
31,"town","Rangerville Colonia"
31,"town","Rangerville Estates Colonia"
31,"town","Rice Tracts Colonia"
31,"town","Riverside"
31,"town","Robles Ranch Colonia"
31,"town","Russelltown"
31,"town","Rutherford-Harding Addition Colonia"
31,"town","Saldivar Colonia"
31,"town","San Vicente Estates Colonia"
31,"town","Santa Elena Colonia"
31,"town","Santa Rosa Annex Colonia"
31,"town","Schwartz Colonia"
31,"town","Shoemaker Acres Colonia"
31,"town","Sierra Alto MH Colonia"
31,"town","South Ratliff Street Colonia"
31,"town","Stardust Colonia"
31,"town","Stewart Colonia"
31,"town","Stuart Place"
31,"town","Tatum Addition Colonia"
31,"town","Travis and Vermillion Colonia"
31,"town","Travis Road Colonia"
31,"town","Valle Escondido Colonia"
31,"town","Valle Hermosa Colonia"
31,"town","Valle Verde Colonia"
31,"town","Venadito"
31,"town","Vicente Sandoval Colonia"
31,"town","Villa Cavazos"
31,"town","Villa Cavazos Colonia"
31,"town","Villa Nueva"
31,"town","Villa Nueva Colonia"
31,"town","West Addition Colonia"
31,"town","Windsong Village Colonia"
31,"town","XX Farms Colonia"
31,"town","Yost Road Colonia"
32,"county","Camp"
